date,question,profil,réponse,ratio
01/12/2012,Transport,35 - 49 ans,Très satisfait,"9,50"
01/12/2012,Transport,50 - 64 ans,Très satisfait,"9,20"
01/12/2012,Transport,65 ans et +,Très satisfait,"11,60"
01/12/2012,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Très satisfait,"5,10"
01/12/2012,Transport,"Profession intermédiaire (technicien, agent de maitrise)",Très satisfait,"7,70"
01/12/2012,Transport,Employé et personnel de service,Très satisfait,"9,00"
01/12/2012,Transport,Ouvrier qualifié et non qualifié,Très satisfait,"11,60"
01/12/2012,Transport,Retraité,Très satisfait,"11,70"
01/12/2012,Transport,75 - Paris,Très satisfait,"13,20"
01/12/2012,Transport,77 - Seine et Marne,Très satisfait,"5,10"
01/12/2012,Transport,78 - Yvelines,Très satisfait,"11,20"
01/12/2012,Transport,91 - Essonne,Très satisfait,"7,90"
01/12/2012,Transport,92 - Hauts-de-seine,Très satisfait,"11,90"
01/12/2012,Transport,93 - Seine-Saint-Denis,Très satisfait,"11,80"
01/12/2012,Transport,94 - Val-de-Marne,Très satisfait,"5,10"
01/12/2012,Transport,95 - Val d'Oise,Très satisfait,"3,60"
01/12/2012,Environnement,Total,Très satisfait,"8,80"
01/12/2012,Environnement,Homme,Très satisfait,"9,60"
01/12/2012,Environnement,Femme,Très satisfait,"8,10"
01/12/2012,Environnement,18 - 24 ans,Très satisfait,"5,60"
01/12/2012,Environnement,25 - 34 ans,Très satisfait,"6,80"
01/12/2012,Environnement,35 - 49 ans,Très satisfait,"6,00"
01/12/2012,Environnement,50 - 64 ans,Très satisfait,"9,20"
01/12/2012,Environnement,65 ans et +,Très satisfait,"18,70"
01/12/2012,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Très satisfait,"3,50"
01/12/2012,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",Très satisfait,"9,70"
01/12/2012,Environnement,Employé et personnel de service,Très satisfait,"6,70"
01/12/2012,Environnement,Ouvrier qualifié et non qualifié,Très satisfait,"7,50"
01/12/2012,Environnement,Retraité,Très satisfait,"14,20"
01/12/2012,Environnement,75 - Paris,Très satisfait,"6,60"
01/12/2012,Environnement,77 - Seine et Marne,Très satisfait,"11,40"
01/12/2012,Environnement,78 - Yvelines,Très satisfait,"12,10"
01/12/2012,Environnement,91 - Essonne,Très satisfait,"12,40"
01/12/2012,Environnement,92 - Hauts-de-seine,Très satisfait,"15,30"
01/12/2012,Environnement,93 - Seine-Saint-Denis,Très satisfait,"3,20"
01/12/2012,Environnement,94 - Val-de-Marne,Très satisfait,"4,90"
01/12/2012,Environnement,95 - Val d'Oise,Très satisfait,"6,40"
01/12/2012,Economique,Total,Très satisfait,"6,40"
01/12/2012,Economique,Homme,Très satisfait,"5,70"
01/12/2012,Economique,Femme,Très satisfait,"7,00"
01/12/2012,Economique,18 - 24 ans,Très satisfait,"11,30"
01/12/2012,Economique,25 - 34 ans,Très satisfait,"7,30"
01/12/2012,Economique,35 - 49 ans,Très satisfait,"5,60"
01/12/2012,Economique,50 - 64 ans,Très satisfait,"5,60"
01/12/2012,Economique,65 ans et +,Très satisfait,"4,00"
01/12/2012,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Très satisfait,"6,80"
01/12/2012,Economique,"Profession intermédiaire (technicien, agent de maitrise)",Très satisfait,"7,50"
01/12/2012,Economique,Employé et personnel de service,Très satisfait,"3,00"
01/12/2012,Economique,Ouvrier qualifié et non qualifié,Très satisfait,"8,30"
01/12/2012,Economique,Retraité,Très satisfait,"3,10"
01/12/2012,Economique,75 - Paris,Très satisfait,"7,40"
01/12/2012,Economique,77 - Seine et Marne,Très satisfait,"4,10"
01/12/2012,Economique,78 - Yvelines,Très satisfait,"8,80"
01/12/2012,Economique,91 - Essonne,Très satisfait,"4,10"
01/12/2012,Economique,92 - Hauts-de-seine,Très satisfait,"6,30"
01/12/2012,Economique,93 - Seine-Saint-Denis,Très satisfait,"5,50"
01/12/2012,Economique,94 - Val-de-Marne,Très satisfait,"3,90"
01/12/2012,Economique,95 - Val d'Oise,Très satisfait,"9,90"
01/12/2012,Transport,Total,Assez satisfait,"43,50"
01/12/2012,Transport,Homme,Assez satisfait,"42,30"
01/12/2012,Transport,Femme,Assez satisfait,"44,70"
01/12/2012,Transport,18 - 24 ans,Assez satisfait,"64,40"
01/12/2012,Transport,25 - 34 ans,Assez satisfait,"51,10"
01/12/2012,Transport,35 - 49 ans,Assez satisfait,"42,60"
01/12/2012,Transport,50 - 64 ans,Assez satisfait,"26,40"
01/12/2012,Transport,65 ans et +,Assez satisfait,"41,60"
01/12/2012,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Assez satisfait,"50,60"
01/12/2012,Transport,"Profession intermédiaire (technicien, agent de maitrise)",Assez satisfait,"38,30"
01/12/2012,Transport,Employé et personnel de service,Assez satisfait,"45,00"
01/12/2012,Transport,Ouvrier qualifié et non qualifié,Assez satisfait,"41,30"
01/12/2012,Transport,Retraité,Assez satisfait,"38,10"
01/12/2012,Transport,75 - Paris,Assez satisfait,"57,00"
01/12/2012,Transport,77 - Seine et Marne,Assez satisfait,"29,90"
01/12/2012,Transport,78 - Yvelines,Assez satisfait,"37,80"
01/12/2012,Transport,91 - Essonne,Assez satisfait,"30,30"
01/12/2012,Transport,92 - Hauts-de-seine,Assez satisfait,"48,20"
01/12/2012,Transport,93 - Seine-Saint-Denis,Assez satisfait,"41,50"
01/12/2012,Transport,94 - Val-de-Marne,Assez satisfait,"53,10"
01/12/2012,Transport,95 - Val d'Oise,Assez satisfait,"39,40"
01/12/2012,Environnement,Total,Assez satisfait,"50,10"
01/12/2012,Environnement,Homme,Assez satisfait,"49,00"
01/12/2012,Environnement,Femme,Assez satisfait,"51,10"
01/12/2012,Environnement,18 - 24 ans,Assez satisfait,"54,10"
01/12/2012,Environnement,25 - 34 ans,Assez satisfait,"50,10"
01/12/2012,Environnement,35 - 49 ans,Assez satisfait,"51,90"
01/12/2012,Environnement,50 - 64 ans,Assez satisfait,"45,60"
01/12/2012,Environnement,65 ans et +,Assez satisfait,"49,60"
01/12/2012,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Assez satisfait,"49,70"
01/12/2012,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",Assez satisfait,"49,60"
01/12/2012,Environnement,Employé et personnel de service,Assez satisfait,"44,40"
01/12/2012,Environnement,Ouvrier qualifié et non qualifié,Assez satisfait,"53,10"
01/12/2012,Environnement,Retraité,Assez satisfait,"52,50"
01/12/2012,Environnement,75 - Paris,Assez satisfait,"46,50"
01/12/2012,Environnement,77 - Seine et Marne,Assez satisfait,"46,50"
01/12/2012,Environnement,78 - Yvelines,Assez satisfait,"56,60"
01/12/2012,Environnement,91 - Essonne,Assez satisfait,"56,00"
01/12/2012,Environnement,92 - Hauts-de-seine,Assez satisfait,"48,10"
01/12/2012,Environnement,93 - Seine-Saint-Denis,Assez satisfait,"47,00"
01/12/2012,Environnement,94 - Val-de-Marne,Assez satisfait,"55,70"
01/12/2012,Environnement,95 - Val d'Oise,Assez satisfait,"47,80"
01/12/2012,Economique,Total,Assez satisfait,"43,50"
01/12/2012,Economique,Homme,Assez satisfait,"44,90"
01/12/2012,Economique,Femme,Assez satisfait,"42,20"
01/12/2012,Economique,18 - 24 ans,Assez satisfait,"59,20"
01/12/2012,Economique,25 - 34 ans,Assez satisfait,"46,60"
01/12/2012,Economique,35 - 49 ans,Assez satisfait,"43,60"
01/12/2012,Economique,50 - 64 ans,Assez satisfait,"37,60"
01/12/2012,Economique,65 ans et +,Assez satisfait,"35,00"
01/12/2012,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Assez satisfait,"58,80"
01/12/2012,Economique,"Profession intermédiaire (technicien, agent de maitrise)",Assez satisfait,"50,30"
01/12/2012,Economique,Employé et personnel de service,Assez satisfait,"42,00"
01/12/2012,Economique,Ouvrier qualifié et non qualifié,Assez satisfait,"34,10"
01/12/2012,Economique,Retraité,Assez satisfait,"37,80"
01/12/2012,Economique,75 - Paris,Assez satisfait,"49,60"
01/12/2012,Economique,77 - Seine et Marne,Assez satisfait,"45,80"
01/12/2012,Economique,78 - Yvelines,Assez satisfait,"39,70"
01/12/2012,Economique,91 - Essonne,Assez satisfait,"44,80"
01/12/2012,Economique,92 - Hauts-de-seine,Assez satisfait,"42,30"
01/12/2012,Economique,93 - Seine-Saint-Denis,Assez satisfait,"38,50"
01/12/2012,Economique,94 - Val-de-Marne,Assez satisfait,"45,20"
01/12/2012,Economique,95 - Val d'Oise,Assez satisfait,"39,40"
01/12/2012,Transport,Total,Pas vraiment satisfait,"21,50"
01/12/2012,Transport,Homme,Pas vraiment satisfait,"18,80"
01/12/2012,Transport,Femme,Pas vraiment satisfait,"23,90"
01/12/2012,Transport,18 - 24 ans,Pas vraiment satisfait,"18,10"
01/12/2012,Transport,25 - 34 ans,Pas vraiment satisfait,"19,80"
01/12/2012,Transport,35 - 49 ans,Pas vraiment satisfait,"24,70"
01/12/2012,Transport,50 - 64 ans,Pas vraiment satisfait,"24,20"
01/12/2012,Transport,65 ans et +,Pas vraiment satisfait,"17,10"
01/12/2012,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Pas vraiment satisfait,"23,50"
01/12/2012,Transport,"Profession intermédiaire (technicien, agent de maitrise)",Pas vraiment satisfait,"28,10"
01/12/2012,Transport,Employé et personnel de service,Pas vraiment satisfait,"20,20"
01/12/2012,Transport,Ouvrier qualifié et non qualifié,Pas vraiment satisfait,"22,00"
01/12/2012,Transport,Retraité,Pas vraiment satisfait,"19,50"
01/12/2012,Transport,75 - Paris,Pas vraiment satisfait,"19,90"
01/12/2012,Transport,77 - Seine et Marne,Pas vraiment satisfait,"34,50"
01/12/2012,Transport,78 - Yvelines,Pas vraiment satisfait,"17,80"
01/12/2012,Transport,91 - Essonne,Pas vraiment satisfait,"25,70"
01/12/2012,Transport,92 - Hauts-de-seine,Pas vraiment satisfait,"17,90"
01/12/2012,Transport,93 - Seine-Saint-Denis,Pas vraiment satisfait,"18,80"
01/12/2012,Transport,94 - Val-de-Marne,Pas vraiment satisfait,"13,00"
01/12/2012,Transport,95 - Val d'Oise,Pas vraiment satisfait,"27,40"
01/12/2012,Environnement,Total,Pas vraiment satisfait,"27,50"
01/12/2012,Environnement,Homme,Pas vraiment satisfait,"27,10"
01/12/2012,Environnement,Femme,Pas vraiment satisfait,"28,00"
01/12/2012,Environnement,18 - 24 ans,Pas vraiment satisfait,"31,10"
01/12/2012,Environnement,25 - 34 ans,Pas vraiment satisfait,"29,60"
01/12/2012,Environnement,35 - 49 ans,Pas vraiment satisfait,"29,50"
01/12/2012,Environnement,50 - 64 ans,Pas vraiment satisfait,"27,80"
01/12/2012,Environnement,65 ans et +,Pas vraiment satisfait,"18,30"
01/12/2012,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Pas vraiment satisfait,"35,10"
01/12/2012,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",Pas vraiment satisfait,"31,30"
01/12/2012,Environnement,Employé et personnel de service,Pas vraiment satisfait,"31,80"
01/12/2012,Environnement,Ouvrier qualifié et non qualifié,Pas vraiment satisfait,"23,80"
01/12/2012,Environnement,Retraité,Pas vraiment satisfait,"20,00"
01/12/2012,Environnement,75 - Paris,Pas vraiment satisfait,"33,50"
01/12/2012,Environnement,77 - Seine et Marne,Pas vraiment satisfait,"29,80"
01/12/2012,Environnement,78 - Yvelines,Pas vraiment satisfait,"17,60"
01/12/2012,Environnement,91 - Essonne,Pas vraiment satisfait,"20,50"
01/12/2012,Environnement,92 - Hauts-de-seine,Pas vraiment satisfait,"24,20"
01/12/2012,Environnement,93 - Seine-Saint-Denis,Pas vraiment satisfait,"29,40"
01/12/2012,Environnement,94 - Val-de-Marne,Pas vraiment satisfait,"26,00"
01/12/2012,Environnement,95 - Val d'Oise,Pas vraiment satisfait,"35,60"
01/12/2012,Economique,Total,Pas vraiment satisfait,"32,70"
01/12/2012,Economique,Homme,Pas vraiment satisfait,"31,70"
01/12/2012,Economique,Femme,Pas vraiment satisfait,"33,60"
01/12/2012,Economique,18 - 24 ans,Pas vraiment satisfait,"21,90"
01/12/2012,Economique,25 - 34 ans,Pas vraiment satisfait,"30,80"
01/12/2012,Economique,35 - 49 ans,Pas vraiment satisfait,"33,60"
01/12/2012,Economique,50 - 64 ans,Pas vraiment satisfait,"37,50"
01/12/2012,Economique,65 ans et +,Pas vraiment satisfait,"35,50"
01/12/2012,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Pas vraiment satisfait,"26,00"
01/12/2012,Economique,"Profession intermédiaire (technicien, agent de maitrise)",Pas vraiment satisfait,"32,20"
01/12/2012,Economique,Employé et personnel de service,Pas vraiment satisfait,"39,30"
01/12/2012,Economique,Ouvrier qualifié et non qualifié,Pas vraiment satisfait,"33,20"
01/12/2012,Economique,Retraité,Pas vraiment satisfait,"35,20"
01/12/2012,Economique,75 - Paris,Pas vraiment satisfait,"31,90"
01/12/2012,Economique,77 - Seine et Marne,Pas vraiment satisfait,"36,00"
01/12/2012,Economique,78 - Yvelines,Pas vraiment satisfait,"28,30"
01/12/2012,Economique,91 - Essonne,Pas vraiment satisfait,"33,00"
01/12/2012,Economique,92 - Hauts-de-seine,Pas vraiment satisfait,"35,10"
01/12/2012,Economique,93 - Seine-Saint-Denis,Pas vraiment satisfait,"35,80"
01/12/2012,Economique,94 - Val-de-Marne,Pas vraiment satisfait,"31,20"
01/12/2012,Economique,95 - Val d'Oise,Pas vraiment satisfait,"30,20"
01/12/2012,Transport,Total,Pas du tout satisfait,"13,30"
01/12/2012,Transport,Homme,Pas du tout satisfait,"14,10"
01/12/2012,Transport,Femme,Pas du tout satisfait,"12,60"
01/12/2012,Transport,18 - 24 ans,Pas du tout satisfait,"9,70"
01/12/2012,Transport,25 - 34 ans,Pas du tout satisfait,"12,60"
01/12/2012,Transport,35 - 49 ans,Pas du tout satisfait,"11,30"
01/12/2012,Transport,50 - 64 ans,Pas du tout satisfait,"21,70"
01/12/2012,Transport,65 ans et +,Pas du tout satisfait,"9,70"
01/12/2012,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Pas du tout satisfait,"13,60"
01/12/2012,Transport,"Profession intermédiaire (technicien, agent de maitrise)",Pas du tout satisfait,"11,60"
01/12/2012,Transport,Employé et personnel de service,Pas du tout satisfait,"13,90"
01/12/2012,Transport,Ouvrier qualifié et non qualifié,Pas du tout satisfait,"16,10"
01/12/2012,Transport,Retraité,Pas du tout satisfait,"12,20"
01/12/2012,Transport,75 - Paris,Pas du tout satisfait,"5,90"
01/12/2012,Transport,77 - Seine et Marne,Pas du tout satisfait,"19,30"
01/12/2012,Transport,78 - Yvelines,Pas du tout satisfait,"12,20"
01/12/2012,Transport,91 - Essonne,Pas du tout satisfait,"16,40"
01/12/2012,Transport,92 - Hauts-de-seine,Pas du tout satisfait,"10,60"
01/12/2012,Transport,93 - Seine-Saint-Denis,Pas du tout satisfait,"18,90"
01/12/2012,Transport,94 - Val-de-Marne,Pas du tout satisfait,"13,10"
01/12/2012,Transport,95 - Val d'Oise,Pas du tout satisfait,"15,50"
01/12/2012,Environnement,Total,Pas du tout satisfait,"11,90"
01/12/2012,Environnement,Homme,Pas du tout satisfait,"13,00"
01/12/2012,Environnement,Femme,Pas du tout satisfait,"10,90"
01/12/2012,Environnement,18 - 24 ans,Pas du tout satisfait,"9,20"
01/12/2012,Environnement,25 - 34 ans,Pas du tout satisfait,"12,00"
01/12/2012,Environnement,35 - 49 ans,Pas du tout satisfait,"10,50"
01/12/2012,Environnement,50 - 64 ans,Pas du tout satisfait,"17,20"
01/12/2012,Environnement,65 ans et +,Pas du tout satisfait,"9,40"
01/12/2012,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Pas du tout satisfait,"9,30"
01/12/2012,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",Pas du tout satisfait,"8,90"
01/12/2012,Environnement,Employé et personnel de service,Pas du tout satisfait,"16,50"
01/12/2012,Environnement,Ouvrier qualifié et non qualifié,Pas du tout satisfait,"13,20"
01/12/2012,Environnement,Retraité,Pas du tout satisfait,"10,30"
01/12/2012,Environnement,75 - Paris,Pas du tout satisfait,"11,00"
01/12/2012,Environnement,77 - Seine et Marne,Pas du tout satisfait,"12,30"
01/12/2012,Environnement,78 - Yvelines,Pas du tout satisfait,"12,20"
01/12/2012,Environnement,91 - Essonne,Pas du tout satisfait,"10,20"
01/12/2012,Environnement,92 - Hauts-de-seine,Pas du tout satisfait,"12,00"
01/12/2012,Environnement,93 - Seine-Saint-Denis,Pas du tout satisfait,"15,80"
01/12/2012,Environnement,94 - Val-de-Marne,Pas du tout satisfait,"11,40"
01/12/2012,Environnement,95 - Val d'Oise,Pas du tout satisfait,"10,20"
01/12/2012,Economique,Total,Pas du tout satisfait,"11,30"
01/12/2012,Economique,Homme,Pas du tout satisfait,"11,80"
01/12/2012,Economique,Femme,Pas du tout satisfait,"10,80"
01/12/2012,Economique,18 - 24 ans,Pas du tout satisfait,"2,90"
01/12/2012,Economique,25 - 34 ans,Pas du tout satisfait,"9,70"
01/12/2012,Economique,35 - 49 ans,Pas du tout satisfait,"13,20"
01/12/2012,Economique,50 - 64 ans,Pas du tout satisfait,"15,00"
01/12/2012,Economique,65 ans et +,Pas du tout satisfait,"11,40"
01/12/2012,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Pas du tout satisfait,"4,40"
01/12/2012,Economique,"Profession intermédiaire (technicien, agent de maitrise)",Pas du tout satisfait,"8,50"
01/12/2012,Economique,Employé et personnel de service,Pas du tout satisfait,"10,90"
01/12/2012,Economique,Ouvrier qualifié et non qualifié,Pas du tout satisfait,"18,40"
01/12/2012,Economique,Retraité,Pas du tout satisfait,"12,50"
01/12/2012,Economique,75 - Paris,Pas du tout satisfait,"7,50"
01/12/2012,Economique,77 - Seine et Marne,Pas du tout satisfait,"12,60"
01/12/2012,Economique,78 - Yvelines,Pas du tout satisfait,"11,90"
01/12/2012,Economique,91 - Essonne,Pas du tout satisfait,"7,90"
01/12/2012,Economique,92 - Hauts-de-seine,Pas du tout satisfait,"10,50"
01/12/2012,Economique,93 - Seine-Saint-Denis,Pas du tout satisfait,"12,20"
01/12/2012,Economique,94 - Val-de-Marne,Pas du tout satisfait,"14,00"
01/12/2012,Economique,95 - Val d'Oise,Pas du tout satisfait,"16,00"
01/12/2012,Transport,Total,(Ne se prononce pas),"12,40"
01/12/2012,Transport,Homme,(Ne se prononce pas),"15,10"
01/12/2012,Transport,Femme,(Ne se prononce pas),"9,90"
01/12/2012,Transport,18 - 24 ans,(Ne se prononce pas),"1,60"
01/12/2012,Transport,25 - 34 ans,(Ne se prononce pas),"7,50"
01/12/2012,Transport,35 - 49 ans,(Ne se prononce pas),"11,90"
01/12/2012,Transport,50 - 64 ans,(Ne se prononce pas),"18,50"
01/12/2012,Transport,65 ans et +,(Ne se prononce pas),"20,00"
01/12/2012,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",(Ne se prononce pas),"7,20"
01/12/2012,Transport,"Profession intermédiaire (technicien, agent de maitrise)",(Ne se prononce pas),"14,40"
01/12/2012,Transport,Employé et personnel de service,(Ne se prononce pas),"12,00"
01/12/2012,Transport,Ouvrier qualifié et non qualifié,(Ne se prononce pas),"8,90"
01/12/2012,Transport,Retraité,(Ne se prononce pas),"18,50"
01/12/2012,Transport,75 - Paris,(Ne se prononce pas),"4,10"
01/12/2012,Transport,77 - Seine et Marne,(Ne se prononce pas),"11,10"
01/12/2012,Transport,78 - Yvelines,(Ne se prononce pas),"20,90"
01/12/2012,Transport,91 - Essonne,(Ne se prononce pas),"19,80"
01/12/2012,Transport,92 - Hauts-de-seine,(Ne se prononce pas),"11,40"
01/12/2012,Transport,93 - Seine-Saint-Denis,(Ne se prononce pas),"8,90"
01/12/2012,Transport,94 - Val-de-Marne,(Ne se prononce pas),"15,60"
01/12/2012,Transport,95 - Val d'Oise,(Ne se prononce pas),"14,00"
01/12/2012,Environnement,Total,(Ne se prononce pas),"1,60"
01/12/2012,Environnement,Homme,(Ne se prononce pas),"1,40"
01/12/2012,Environnement,Femme,(Ne se prononce pas),"1,90"
01/12/2012,Environnement,18 - 24 ans,(Ne se prononce pas),"0,00"
01/12/2012,Environnement,25 - 34 ans,(Ne se prononce pas),"1,60"
01/12/2012,Environnement,35 - 49 ans,(Ne se prononce pas),"2,10"
01/12/2012,Environnement,50 - 64 ans,(Ne se prononce pas),"0,30"
01/12/2012,Environnement,65 ans et +,(Ne se prononce pas),"4,00"
01/12/2012,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",(Ne se prononce pas),"2,30"
01/12/2012,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",(Ne se prononce pas),"0,50"
01/12/2012,Environnement,Employé et personnel de service,(Ne se prononce pas),"0,60"
01/12/2012,Environnement,Ouvrier qualifié et non qualifié,(Ne se prononce pas),"2,30"
01/12/2012,Environnement,Retraité,(Ne se prononce pas),"3,00"
01/12/2012,Environnement,75 - Paris,(Ne se prononce pas),"2,50"
01/12/2012,Environnement,77 - Seine et Marne,(Ne se prononce pas),"0,00"
01/12/2012,Environnement,78 - Yvelines,(Ne se prononce pas),"1,50"
01/12/2012,Environnement,91 - Essonne,(Ne se prononce pas),"1,00"
01/12/2012,Environnement,92 - Hauts-de-seine,(Ne se prononce pas),"0,50"
01/12/2012,Environnement,93 - Seine-Saint-Denis,(Ne se prononce pas),"4,60"
01/12/2012,Environnement,94 - Val-de-Marne,(Ne se prononce pas),"2,10"
01/12/2012,Environnement,95 - Val d'Oise,(Ne se prononce pas),"0,00"
01/12/2012,Economique,Total,(Ne se prononce pas),"6,10"
01/12/2012,Economique,Homme,(Ne se prononce pas),"5,90"
01/12/2012,Economique,Femme,(Ne se prononce pas),"6,30"
01/12/2012,Economique,18 - 24 ans,(Ne se prononce pas),"4,60"
01/12/2012,Economique,25 - 34 ans,(Ne se prononce pas),"5,60"
01/12/2012,Economique,35 - 49 ans,(Ne se prononce pas),"4,10"
01/12/2012,Economique,50 - 64 ans,(Ne se prononce pas),"4,30"
01/12/2012,Economique,65 ans et +,(Ne se prononce pas),"14,10"
01/12/2012,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",(Ne se prononce pas),"4,00"
01/12/2012,Economique,"Profession intermédiaire (technicien, agent de maitrise)",(Ne se prononce pas),"1,40"
01/12/2012,Economique,Employé et personnel de service,(Ne se prononce pas),"4,80"
01/12/2012,Economique,Ouvrier qualifié et non qualifié,(Ne se prononce pas),"6,00"
01/12/2012,Economique,Retraité,(Ne se prononce pas),"11,50"
01/12/2012,Economique,75 - Paris,(Ne se prononce pas),"3,60"
01/12/2012,Economique,77 - Seine et Marne,(Ne se prononce pas),"1,60"
01/12/2012,Economique,78 - Yvelines,(Ne se prononce pas),"11,30"
01/12/2012,Economique,91 - Essonne,(Ne se prononce pas),"10,20"
01/12/2012,Economique,92 - Hauts-de-seine,(Ne se prononce pas),"5,80"
01/12/2012,Economique,93 - Seine-Saint-Denis,(Ne se prononce pas),"8,00"
01/12/2012,Economique,94 - Val-de-Marne,(Ne se prononce pas),"5,70"
01/12/2012,Economique,95 - Val d'Oise,(Ne se prononce pas),"4,30"
01/02/2013,Transport,Total,ratio,"0,64"
01/02/2013,Transport,Homme,ratio,"0,65"
01/02/2013,Transport,Femme,ratio,"0,64"
01/02/2013,Transport,18 - 24 ans,ratio,"0,69"
01/02/2013,Transport,25 - 34 ans,ratio,"0,64"
01/02/2013,Transport,35 - 49 ans,ratio,"0,60"
01/02/2013,Transport,50 - 64 ans,ratio,"0,57"
01/02/2013,Transport,65 ans et +,ratio,"0,79"
01/02/2013,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ratio,"0,62"
01/02/2013,Transport,"Profession intermédiaire (technicien, agent de maitrise)",ratio,"0,59"
01/02/2013,Transport,Employé et personnel de service,ratio,"0,57"
01/02/2013,Transport,Ouvrier qualifié et non qualifié,ratio,"0,66"
01/02/2013,Transport,Retraité,ratio,"0,67"
01/02/2013,Transport,75 - Paris,ratio,"0,78"
01/02/2013,Transport,77 - Seine et Marne,ratio,"0,54"
01/02/2013,Transport,78 - Yvelines,ratio,"0,63"
01/02/2013,Transport,91 - Essonne,ratio,"0,52"
01/02/2013,Transport,92 - Hauts-de-seine,ratio,"0,68"
01/02/2013,Transport,93 - Seine-Saint-Denis,ratio,"0,58"
01/02/2013,Transport,94 - Val-de-Marne,ratio,"0,69"
01/02/2013,Transport,95 - Val d'Oise,ratio,"0,57"
01/02/2013,Environnement,Total,ratio,"0,63"
01/02/2013,Environnement,Homme,ratio,"0,63"
01/02/2013,Environnement,Femme,ratio,"0,63"
01/02/2013,Environnement,18 - 24 ans,ratio,"0,71"
01/02/2013,Environnement,25 - 34 ans,ratio,"0,58"
01/02/2013,Environnement,35 - 49 ans,ratio,"0,61"
01/02/2013,Environnement,50 - 64 ans,ratio,"0,64"
01/02/2013,Environnement,65 ans et +,ratio,"0,67"
01/02/2013,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ratio,"0,62"
01/02/2013,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",ratio,"0,64"
01/02/2013,Environnement,Employé et personnel de service,ratio,"0,59"
01/02/2013,Environnement,Ouvrier qualifié et non qualifié,ratio,"0,65"
01/02/2013,Environnement,Retraité,ratio,"0,66"
01/02/2013,Environnement,75 - Paris,ratio,"0,56"
01/02/2013,Environnement,77 - Seine et Marne,ratio,"0,67"
01/02/2013,Environnement,78 - Yvelines,ratio,"0,75"
01/02/2013,Environnement,91 - Essonne,ratio,"0,78"
01/02/2013,Environnement,92 - Hauts-de-seine,ratio,"0,62"
01/02/2013,Environnement,93 - Seine-Saint-Denis,ratio,"0,50"
01/02/2013,Environnement,94 - Val-de-Marne,ratio,"0,64"
01/02/2013,Environnement,95 - Val d'Oise,ratio,"0,61"
01/02/2013,Economique,Total,ratio,"0,49"
01/02/2013,Economique,Homme,ratio,"0,52"
01/02/2013,Economique,Femme,ratio,"0,46"
01/02/2013,Economique,18 - 24 ans,ratio,"0,61"
01/02/2013,Economique,25 - 34 ans,ratio,"0,48"
01/02/2013,Economique,35 - 49 ans,ratio,"0,50"
01/02/2013,Economique,50 - 64 ans,ratio,"0,43"
01/02/2013,Economique,65 ans et +,ratio,"0,47"
01/02/2013,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ratio,"0,57"
01/02/2013,Economique,"Profession intermédiaire (technicien, agent de maitrise)",ratio,"0,50"
01/02/2013,Economique,Employé et personnel de service,ratio,"0,47"
01/02/2013,Economique,Ouvrier qualifié et non qualifié,ratio,"0,47"
01/02/2013,Economique,Retraité,ratio,"0,46"
01/02/2013,Economique,75 - Paris,ratio,"0,47"
01/02/2013,Economique,77 - Seine et Marne,ratio,"0,49"
01/02/2013,Economique,78 - Yvelines,ratio,"0,58"
01/02/2013,Economique,91 - Essonne,ratio,"0,46"
01/02/2013,Economique,92 - Hauts-de-seine,ratio,"0,58"
